Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College
1,2016,NBA,1,1,PHI,Ben Simmons\simmobe01,19.343,G-F,au,Louisiana State University
2,2016,NBA,1,2,LAL,Brandon Ingram\ingrabr01,18.299,F,us,Duke University
3,2016,NBA,1,3,BOS,Jaylen Brown\brownja02,19.247,F-G,us,University of California
4,2016,NBA,1,4,PHO,Dragan Bender\bendedr01,18.223,F,ba,
5,2016,NBA,1,5,MIN,Kris Dunn\dunnkr01,22.103,G,us,Providence College
6,2016,NBA,1,6,NOP,Buddy Hield\hieldbu01,22.194,G,bs,University of Oklahoma
7,2016,NBA,1,7,DEN,Jamal Murray\murraja01,19.125,G,ca,University of Kentucky
8,2016,NBA,1,8,SAC,Marquese Chriss\chrisma01,18.361,F,us,University of Washington
9,2016,NBA,1,9,TOR,Jakob Poeltl\poeltja01,20.257,C,at,University of Utah
10,2016,NBA,1,10,MIL,Thon Maker\makerth01,19.123,F-C,ss,
11,2016,NBA,1,11,ORL,Domantas Sabonis\sabondo01,20.056,F,us,Gonzaga University
12,2016,NBA,1,12,UTA,Taurean Prince\princta02,22.099,F,us,Baylor University
13,2016,NBA,1,13,PHO,Georgios Papagiannis\papagge01,18.36,C,gr,
14,2016,NBA,1,14,CHI,Denzel Valentine\valende01,22.225,G,us,Michigan State University
15,2016,NBA,1,15,DEN,Juan Hernangomez\hernaju01,20.274,F,es,
16,2016,NBA,1,16,BOS,Guerschon Yabusele\yabusgu01,20.194,F,fr,
17,2016,NBA,1,17,MEM,Wade Baldwin\baldwwa01,20.091,G,us,Vanderbilt University
18,2016,NBA,1,18,DET,Henry Ellenson\ellenhe01,19.166,F,us,Marquette University
19,2016,NBA,1,19,DEN,Malik Beasley\beaslma01,19.214,G,us,Florida State University
20,2016,NBA,1,20,IND,Caris LeVert\leverca01,21.308,G-F,us,University of Michigan
21,2016,NBA,1,21,ATL,DeAndre Bembry\bembrde01,21.36,F,us,Saint Joseph's University
22,2016,NBA,1,22,CHO,Malachi Richardson\richama01,20.175,G,us,Syracuse University
23,2016,NBA,1,23,BOS,Ante Zizic\zizican01,19.175,F-C,hr,
24,2016,NBA,1,24,PHI,Timothe Luwawu\luwawti01,21.051,F,fr,
25,2016,NBA,1,25,LAC,Brice Johnson\johnsbr02,22.002,F,us,University of North Carolina
26,2016,NBA,1,26,PHI,Furkan Korkmaz\korkmfu01,18.339,G,tr,
27,2016,NBA,1,27,TOR,Pascal Siakam\siakapa01,22.145,F,cm,New Mexico State University
28,2016,NBA,1,28,PHO,Skal Labissiere\labissk01,20.102,F,ht,University of Kentucky
29,2016,NBA,1,29,SAS,Dejounte Murray\murrade01,19.282,G,us,University of Washington
30,2016,NBA,1,30,GSW,Damian Jones\jonesda03,20.364,F-C,us,Vanderbilt University
31,2016,NBA,2,31,BOS,Deyonta Davis\davisde01,19.208,F-C,us,Michigan State University
32,2016,NBA,2,32,LAL,Ivica Zubac\zubaciv01,19.102,C,ba,
33,2016,NBA,2,33,LAC,Cheick Diallo\diallch01,19.288,F,ml,University of Kansas
34,2016,NBA,2,34,PHO,Tyler Ulis\ulisty01,20.175,G,us,University of Kentucky
35,2016,NBA,2,35,BOS,Rade Zagorac\zagorra01,20.321,G-F,rs,
36,2016,NBA,2,36,MIL,Malcolm Brogdon\brogdma01,23.2,G,us,University of Virginia
37,2016,NBA,2,37,HOU,Chinanu Onuaku\onuakch01,19.239,F-C,us,University of Louisville
38,2016,NBA,2,38,MIL,Patrick McCaw\mccawpa01,20.247,G,us,University of Nevada Las Vegas
39,2016,NBA,2,39,NOP,David Michineau\michida01,22.023,G,gp,
40,2016,NBA,2,40,NOP,Diamond Stone\stonedi01,19.138,C,us,University of Maryland
41,2016,NBA,2,41,ORL,Stephen Zimmerman\zimmest01,19.292,C,us,University of Nevada Las Vegas
42,2016,NBA,2,42,UTA,Isaiah Whitehead\whiteis01,21.113,G,us,Seton Hall University
43,2016,NBA,2,43,HOU,Zhou Qi\qizh01,20.164,F-C,cn,
44,2016,NBA,2,44,ATL,Isaia Cordinier\cordiis01,19.212,G,fr,
45,2016,NBA,2,45,BOS,Demetrius Jackson\jacksde01,21.295,G,us,University of Notre Dame
46,2016,NBA,2,46,DAL,A.J. Hammons\hammoaj01,23.306,C,us,Purdue University
47,2016,NBA,2,47,ORL,Jake Layman\laymaja01,22.114,F,us,University of Maryland
48,2016,NBA,2,48,CHI,Paul Zipser\zipsepa01,22.131,G-F,de,
49,2016,NBA,2,49,DET,Michael Gbinije\gbinimi01,24.024,G,us,Syracuse University
50,2016,NBA,2,50,IND,Georges Niang\niangge01,23.012,F,us,Iowa State University
51,2016,NBA,2,51,BOS,Ben Bentil\bentibe01,21.092,F,gh,Providence College
52,2016,NBA,2,52,UTA,Joel Bolomboy\bolomjo01,22.152,F,ua,Weber State University
53,2016,NBA,2,53,DEN,Petr Cornelie\cornepe01,20.338,F,fr,
54,2016,NBA,2,54,ATL,Kay Felder\feldeka01,21.092,G,us,Oakland University
55,2016,NBA,2,55,BRK,Marcus Paige\paigema01,22.291,G,us,University of North Carolina
56,2016,NBA,2,56,DEN,Daniel Hamilton\hamilda02,20.325,G-F,us,University of Connecticut
57,2016,NBA,2,57,MEM,Wang Zhelin\sheliwa01,22.16,C,cn,
58,2016,NBA,2,58,BOS,Abdel Nader\naderab01,22.277,F,eg,Iowa State University
59,2016,NBA,2,59,SAC,Isaiah Cousins\cousiis01,22.108,G,us,University of Oklahoma
60,2016,NBA,2,60,UTA,Tyrone Wallace\wallaty01,22.019,G,us,University of California
61,2015,NBA,1,1,MIN,Karl-Anthony Towns\townska01,19.227,C-F,us,University of Kentucky
62,2015,NBA,1,2,LAL,D'Angelo Russell\russeda01,19.127,G,us,Ohio State University
63,2015,NBA,1,3,PHI,Jahlil Okafor\okafoja01,19.197,C-F,us,Duke University
64,2015,NBA,1,4,NYK,Kristaps Porzingis\porzikr01,19.332,F-C,lv,
65,2015,NBA,1,5,ORL,Mario Hezonja\hezonma01,20.125,F-G,hr,
66,2015,NBA,1,6,SAC,Willie Cauley-Stein\caulewi01,21.316,F-C,us,University of Kentucky
67,2015,NBA,1,7,DEN,Emmanuel Mudiay\mudiaem01,19.116,G,cd,
68,2015,NBA,1,8,DET,Stanley Johnson\johnsst04,19.031,F,us,University of Arizona
69,2015,NBA,1,9,CHO,Frank Kaminsky\kaminfr01,22.087,F-C,us,University of Wisconsin
70,2015,NBA,1,10,MIA,Justise Winslow\winslju01,19.095,F,us,Duke University
71,2015,NBA,1,11,IND,Myles Turner\turnemy01,19.097,C-F,us,University of Texas at Austin
72,2015,NBA,1,12,UTA,Trey Lyles\lylestr01,19.237,F,ca,University of Kentucky
73,2015,NBA,1,13,PHO,Devin Booker\bookede01,18.242,G,us,University of Kentucky
74,2015,NBA,1,14,OKC,Cameron Payne\payneca01,20.326,G,us,Murray State University
75,2015,NBA,1,15,ATL,Kelly Oubre\oubreke01,19.203,F,us,University of Kansas
76,2015,NBA,1,16,BOS,Terry Rozier\roziete01,21.105,G,us,University of Louisville
77,2015,NBA,1,17,MIL,Rashad Vaughn\vaughra01,18.317,G,us,University of Nevada Las Vegas
78,2015,NBA,1,18,HOU,Sam Dekker\dekkesa01,21.055,F,us,University of Wisconsin
79,2015,NBA,1,19,WAS,Jerian Grant\grantje02,22.264,G,us,University of Notre Dame
80,2015,NBA,1,20,TOR,Delon Wright\wrighde01,23.065,G,us,University of Utah
81,2015,NBA,1,21,DAL,Justin Anderson\anderju01,21.223,G,us,University of Virginia
82,2015,NBA,1,22,CHI,Bobby Portis\portibo01,20.14,F,us,University of Arkansas
83,2015,NBA,1,23,POR,Rondae Hollis-Jefferson\holliro01,20.178,F,us,University of Arizona
84,2015,NBA,1,24,CLE,Tyus Jones\jonesty01,19.05,G,us,Duke University
85,2015,NBA,1,25,MEM,Jarell Martin\martija01,21.037,F,us,Louisiana State University
86,2015,NBA,1,26,SAS,Nikola Milutinov\milutni01,20.182,C,rs,
87,2015,NBA,1,27,LAL,Larry Nance Jr.\nancela02,22.18,F,us,University of Wyoming
88,2015,NBA,1,28,BOS,R.J. Hunter\hunterj01,21.249,G,us,Georgia State University
89,2015,NBA,1,29,BRK,Chris McCullough\mcculch01,20.145,F,us,Syracuse University
90,2015,NBA,1,30,GSW,Kevon Looney\looneke01,19.144,F-C,us,University of California Los Angeles
91,2015,NBA,2,31,MIN,Cedi Osman\osmande01,20.083,F,mk,
92,2015,NBA,2,32,HOU,Montrezl Harrell\harremo01,21.155,F-C,us,University of Louisville
93,2015,NBA,2,33,BOS,Jordan Mickey\mickejo01,20.356,F,us,Louisiana State University
94,2015,NBA,2,34,LAL,Anthony Brown\brownan02,22.263,F-G,us,Stanford University
95,2015,NBA,2,35,PHI,Willy Hernangomez\hernawi01,21.034,C,es,
96,2015,NBA,2,36,MIN,Rakeem Christmas\chrisra01,23.212,F,us,Syracuse University
97,2015,NBA,2,37,PHI,Richaun Holmes\holmeri01,21.258,F-C,us,Bowling Green State University
98,2015,NBA,2,38,DET,Darrun Hilliard\hillida01,22.078,G,us,Villanova University
99,2015,NBA,2,39,CHO,Juan Pablo Vaulet\vauleju01,19.099,F,ar,
100,2015,NBA,2,40,MIA,Josh Richardson\richajo01,21.288,G,us,University of Tennessee
101,2015,NBA,2,41,BRK,Pat Connaughton\connapa01,22.175,G,us,University of Notre Dame
102,2015,NBA,2,42,UTA,Olivier Hanlan\hanlaol01,22.135,G,ca,Boston College
103,2015,NBA,2,43,IND,Joseph Young\youngjo01,23.003,G,us,University of Oregon
104,2015,NBA,2,44,PHO,Andrew Harrison\harrian01,20.245,G,us,University of Kentucky
105,2015,NBA,2,45,BOS,Marcus Thornton\thornma02,22.141,G,us,College of William & Mary
106,2015,NBA,2,46,MIL,Norman Powell\powelno01,22.036,G,us,University of California Los Angeles
107,2015,NBA,2,47,PHI,Arturas Gudaitis\gudaiar01,22.011,C,lt,
108,2015,NBA,2,48,OKC,Dakari Johnson\johnsda04,19.281,C,us,University of Kentucky
109,2015,NBA,2,49,WAS,Aaron White\whiteaa01,22.293,F,us,University of Iowa
110,2015,NBA,2,50,ATL,Marcus Eriksson\eriksma01,21.207,G,se,
111,2015,NBA,2,51,ORL,Tyler Harvey\harvety01,21.348,G,us,Eastern Washington University
112,2015,NBA,2,52,DAL,Satnam Singh\singhsa01,19.202,C,in,
113,2015,NBA,2,53,CLE,Sir'Dominic Pointer\pointsi01,23.055,G-F,us,St. John's University
114,2015,NBA,2,54,UTA,Dani Diez\diezda01,22.084,F,es,
115,2015,NBA,2,55,SAS,Cady Lalanne\lalanca01,23.069,C,ht,University of Massachusetts Amherst
116,2015,NBA,2,56,NOP,Branden Dawson\dawsobr01,22.149,F,us,Michigan State University
117,2015,NBA,2,57,DEN,Nikola Radicevic\radicni01,21.066,G,rs,
118,2015,NBA,2,58,PHI,J.P. Tokoto\tokotjp01,21.288,G-F,us,University of North Carolina
119,2015,NBA,2,59,ATL,Dimitrios Agravanis\agravdi01,20.192,F-C,gr,
120,2015,NBA,2,60,PHI,Luka Mitrovic\mitrolu01,22.101,F,rs,
121,2014,NBA,1,1,CLE,Andrew Wiggins\wiggian01,19.128,F-G,ca,University of Kansas
122,2014,NBA,1,2,MIL,Jabari Parker\parkeja01,19.108,F,us,Duke University
123,2014,NBA,1,3,PHI,Joel Embiid\embiijo01,20.107,C-F,cm,University of Kansas
124,2014,NBA,1,4,ORL,Aaron Gordon\gordoaa01,18.288,F,us,University of Arizona
125,2014,NBA,1,5,UTA,Dante Exum\exumda01,18.353,G,au,
126,2014,NBA,1,6,BOS,Marcus Smart\smartma01,20.117,G,us,Oklahoma State University
127,2014,NBA,1,7,LAL,Julius Randle\randlju01,19.214,F,us,University of Kentucky
128,2014,NBA,1,8,SAC,Nik Stauskas\stausni01,20.267,G,ca,University of Michigan
129,2014,NBA,1,9,CHH,Noah Vonleh\vonleno01,18.311,F,us,Indiana University
130,2014,NBA,1,10,PHI,Elfrid Payton\paytoel01,20.129,G,us,University of Louisiana at Lafayette
131,2014,NBA,1,11,DEN,Doug McDermott\mcderdo01,22.18,F,us,Creighton University
132,2014,NBA,1,12,ORL,Dario Saric\saricda01,20.084,F,hr,
133,2014,NBA,1,13,MIN,Zach LaVine\lavinza01,19.113,G,us,University of California Los Angeles
134,2014,NBA,1,14,PHO,T.J. Warren\warretj01,20.299,F,us,North Carolina State University
135,2014,NBA,1,15,ATL,Adreian Payne\paynead01,23.133,F-C,us,Michigan State University
136,2014,NBA,1,16,CHI,Jusuf Nurkic\nurkiju01,19.312,C,ba,
137,2014,NBA,1,17,BOS,James Young\youngja01,18.319,G-F,us,University of Kentucky
138,2014,NBA,1,18,PHO,Tyler Ennis\ennisty01,19.311,G,ca,Syracuse University
139,2014,NBA,1,19,CHI,Gary Harris\harriga01,19.29,G,us,Michigan State University
140,2014,NBA,1,20,TOR,Bruno Caboclo\cabocbr01,18.283,F,br,
141,2014,NBA,1,21,OKC,Mitch McGary\mcgarmi01,22.025,F-C,us,University of Michigan
142,2014,NBA,1,22,MEM,Jordan Adams\adamsjo01,19.358,G,us,University of California Los Angeles
143,2014,NBA,1,23,UTA,Rodney Hood\hoodro01,21.254,G-F,us,Duke University
144,2014,NBA,1,24,CHH,Shabazz Napier\napiesh01,22.353,G,us,University of Connecticut
145,2014,NBA,1,25,HOU,Clint Capela\capelca01,20.044,F-C,ch,
146,2014,NBA,1,26,MIA,P.J. Hairston\hairspj02,21.189,G-F,us,University of North Carolina
147,2014,NBA,1,27,PHO,Bogdan Bogdanovic\bogdabo01,21.317,G,rs,
148,2014,NBA,1,28,LAC,C.J. Wilcox\wilcocj01,23.184,G,us,University of Washington
149,2014,NBA,1,29,OKC,Josh Huestis\huestjo01,22.195,F,us,Stanford University
150,2014,NBA,1,30,SAS,Kyle Anderson\anderky01,20.284,F-G,us,University of California Los Angeles
151,2014,NBA,2,31,MIL,Damien Inglis\inglida01,19.042,F,gf,
152,2014,NBA,2,32,PHI,K.J. McDaniels\mcdankj01,21.142,G-F,us,Clemson University
153,2014,NBA,2,33,CLE,Joe Harris\harrijo01,22.298,G,us,University of Virginia
154,2014,NBA,2,34,NYK,Cleanthony Early\earlycl01,23.076,F,us,Wichita State University
155,2014,NBA,2,35,UTA,Jarnell Stokes\stokeja01,20.175,F-C,us,University of Tennessee
156,2014,NBA,2,36,MIL,Johnny O'Bryant III\obryajo01,21.03,F-C,us,Louisiana State University
157,2014,NBA,2,37,TOR,DeAndre Daniels\daniede01,22.077,F,us,University of Connecticut
158,2014,NBA,2,38,DET,Spencer Dinwiddie\dinwisp01,21.086,G,us,University of Colorado
159,2014,NBA,2,39,PHI,Jerami Grant\grantje01,20.111,F,us,Syracuse University
160,2014,NBA,2,40,MIN,Glenn Robinson III\robingl02,20.174,G-F,us,University of Michigan
161,2014,NBA,2,41,DEN,Nikola Jokic\jokicni01,19.132,C-F,rs,
162,2014,NBA,2,42,HOU,Nick Johnson\johnsni01,21.191,G,us,University of Arizona
163,2014,NBA,2,43,ATL,Walter Tavares\tavarwa01,22.101,C,cv,
164,2014,NBA,2,44,MIN,Markel Brown\brownma02,22.154,G,us,Oklahoma State University
165,2014,NBA,2,45,CHH,Dwight Powell\poweldw01,22.347,F-C,ca,Stanford University
166,2014,NBA,2,46,WAS,Jordan Clarkson\clarkjo01,22.024,G,us,University of Missouri
167,2014,NBA,2,47,PHI,Russ Smith\smithru01,23.074,G,us,University of Louisville
168,2014,NBA,2,48,MIL,Lamar Patterson\pattela01,22.324,G-F,us,University of Pittsburgh
169,2014,NBA,2,49,CHI,Cameron Bairstow\bairsca01,23.207,F-C,au,University of New Mexico
170,2014,NBA,2,50,PHO,Alec Brown\brownal01,21.343,F-C,us,University of Wisconsin-Green Bay
171,2014,NBA,2,51,NYK,Thanasis Antetokounmpo\antetth01,21.349,F,gr,
172,2014,NBA,2,52,PHI,Vasilije Micic\micicva01,20.169,G,rs,
173,2014,NBA,2,53,MIN,Alessandro Gentile\gential01,21.231,F,it,
174,2014,NBA,2,54,PHI,Nemanja Dangubic\dangune01,21.079,G,rs,
175,2014,NBA,2,55,MIA,Semaj Christon\chrisse01,21.242,G,us,Xavier University
176,2014,NBA,2,56,DEN,Roy Devyn Marble\marblde01,21.283,G-F,us,University of Iowa
177,2014,NBA,2,57,IND,Louis Labeyrie\labeylo01,22.141,F,fr,
178,2014,NBA,2,58,SAS,Jordan McRae\mcraejo01,23.096,G,us,University of Tennessee
179,2014,NBA,2,59,TOR,Xavier Thames\thamexa01,23.164,G,us,San Diego State University
180,2014,NBA,2,60,SAS,Cory Jefferson\jeffeco01,23.188,F,us,Baylor University
181,2013,NBA,1,1,CLE,Anthony Bennett\bennean01,20.11,F,ca,University of Nevada Las Vegas
182,2013,NBA,1,2,ORL,Victor Oladipo\oladivi01,21.059,G,us,Indiana University
183,2013,NBA,1,3,WAS,Otto Porter\porteot01,20.029,F,us,Georgetown University
184,2013,NBA,1,4,CHA,Cody Zeller\zelleco01,20.27,F-C,us,Indiana University
185,2013,NBA,1,5,PHO,Alex Len\lenal01,20.016,C,ua,University of Maryland
186,2013,NBA,1,6,NOH,Nerlens Noel\noelne01,19.083,C-F,us,University of Kentucky
187,2013,NBA,1,7,SAC,Ben McLemore\mclembe01,20.141,G,us,University of Kansas
188,2013,NBA,1,8,DET,Kentavious Caldwell-Pope\caldwke01,20.134,G,us,University of Georgia
189,2013,NBA,1,9,MIN,Trey Burke\burketr01,20.232,G,us,University of Michigan
190,2013,NBA,1,10,POR,C.J. McCollum\mccolcj01,21.287,G,us,Lehigh University
191,2013,NBA,1,11,PHI,Michael Carter-Williams\cartemi01,21.266,G,us,Syracuse University
192,2013,NBA,1,12,OKC,Steven Adams\adamsst01,19.347,C,nz,University of Pittsburgh
193,2013,NBA,1,13,DAL,Kelly Olynyk\olynyke01,22.075,C-F,ca,Gonzaga University
194,2013,NBA,1,14,UTA,Shabazz Muhammad\muhamsh01,20.231,F-G,us,University of California Los Angeles
195,2013,NBA,1,15,MIL,Giannis Antetokounmpo\antetgi01,18.208,F-G,gr,
196,2013,NBA,1,16,BOS,Lucas Nogueira\noguelu01,20.341,C,br,
197,2013,NBA,1,17,ATL,Dennis Schroder\schrode01,19.29,G,de,
198,2013,NBA,1,18,ATL,Shane Larkin\larkish01,20.273,G,us,University of Miami
199,2013,NBA,1,19,CLE,Sergey Karasev\karasse01,19.249,G-F,ru,
200,2013,NBA,1,20,CHI,Tony Snell\snellto01,21.235,G-F,us,University of New Mexico
201,2013,NBA,1,21,UTA,Gorgui Dieng\dienggo01,23.166,C,sn,University of Louisville
202,2013,NBA,1,22,BRK,Mason Plumlee\plumlma01,23.12,C-F,us,Duke University
203,2013,NBA,1,23,IND,Solomon Hill\hillso01,22.107,F,us,University of Arizona
204,2013,NBA,1,24,NYK,Tim Hardaway\hardati02,21.108,G,us,University of Michigan
205,2013,NBA,1,25,LAC,Reggie Bullock\bullore01,22.109,G-F,us,University of North Carolina
206,2013,NBA,1,26,MIN,Andre Roberson\roberan03,21.211,G-F,us,University of Colorado
207,2013,NBA,1,27,DEN,Rudy Gobert\goberru01,21.006,C,fr,
208,2013,NBA,1,28,SAS,Livio Jean-Charles\jeancli01,19.236,F,gf,
209,2013,NBA,1,29,OKC,Archie Goodwin\goodwar01,18.319,G,us,University of Kentucky
210,2013,NBA,1,30,PHO,Nemanja Nedovic\nedovne01,22.017,G,rs,
211,2013,NBA,2,31,CLE,Allen Crabbe\crabbal01,21.084,G-F,us,University of California
212,2013,NBA,2,32,OKC,Alex Abrines\abrinal01,19.335,G-F,es,
213,2013,NBA,2,33,CLE,Carrick Felix\felixca01,22.32,G,us,Arizona State University
214,2013,NBA,2,34,HOU,Isaiah Canaan\canaais01,22.043,G,us,Murray State University
215,2013,NBA,2,35,PHI,Glen Rice\ricegl02,22.183,G,us,Georgia Institute of Technology
216,2013,NBA,2,36,SAC,Ray McCallum\mccalra01,22.021,G,us,University of Detroit Mercy
217,2013,NBA,2,37,DET,Tony Mitchell\mitchto02,21.086,F,us,University of North Texas
218,2013,NBA,2,38,WAS,Nate Wolters\woltena01,22.049,G,us,South Dakota State University
219,2013,NBA,2,39,POR,Jeff Withey\witheje01,23.118,C,us,University of Kansas
220,2013,NBA,2,40,POR,Grant Jerrett\jerregr01,19.359,F,us,University of Arizona
221,2013,NBA,2,41,MEM,Jamaal Franklin\frankja01,21.347,G,us,San Diego State University
222,2013,NBA,2,42,PHI,Pierre Jackson\jackspi01,21.308,G,us,Baylor University
223,2013,NBA,2,43,MIL,Ricky Ledo\ledori01,20.295,G,us,Providence College
224,2013,NBA,2,44,DAL,Mike Muscala\muscami01,22.002,F-C,us,Bucknell University
225,2013,NBA,2,45,POR,Marko Todorovic\todorma01,21.074,F,me,
226,2013,NBA,2,46,UTA,Erick Green\greener01,22.055,G,us,Virginia Polytechnic Institute and State University
227,2013,NBA,2,47,ATL,Raul Neto\netora01,21.044,G,br,
228,2013,NBA,2,48,LAL,Ryan Kelly\kellyry01,22.085,F,us,Duke University
229,2013,NBA,2,49,CHI,Erik Murphy\murpher01,22.25,F,fr,University of Florida
230,2013,NBA,2,50,ATL,James Ennis\ennisja01,23.002,F,us,California State University Long Beach
231,2013,NBA,2,51,ORL,Romero Osby,,,,University of Oklahoma
232,2013,NBA,2,52,MIN,Lorenzo Brown\brownlo01,22.311,G,us,North Carolina State University
233,2013,NBA,2,53,IND,Colton Iverson\iversco01,24.004,C,us,Colorado State University
234,2013,NBA,2,54,WAS,Arsalan Kazemi\kazemar01,23.072,F,ir,University of Oregon
235,2013,NBA,2,55,MEM,Joffrey Lauvergne\lauvejo01,21.276,C-F,fr,
236,2013,NBA,2,56,DET,Peyton Siva\sivape01,22.252,G,us,University of Louisville
237,2013,NBA,2,57,PHO,Alex Oriakhi\oriakal01,23.012,F,us,University of Missouri
238,2013,NBA,2,58,SAS,Deshaun Thomas\thomade01,21.308,F,us,Ohio State University
239,2013,NBA,2,59,MIN,Bojan Dubljevic\dubljbo01,21.252,F-C,me,
240,2013,NBA,2,60,MEM,Janis Timma\timmaja01,21,F,lv,
241,2012,NBA,1,1,NOH,Anthony Davis\davisan02,19.114,F-C,us,University of Kentucky
242,2012,NBA,1,2,CHA,Michael Kidd-Gilchrist\kiddgmi01,18.28,F,us,University of Kentucky
243,2012,NBA,1,3,WAS,Bradley Beal\bealbr01,19.005,G,us,University of Florida
244,2012,NBA,1,4,CLE,Dion Waiters\waitedi01,20.206,G,us,Syracuse University
245,2012,NBA,1,5,SAC,Thomas Robinson\robinth01,21.109,F,us,University of Kansas
246,2012,NBA,1,6,POR,Damian Lillard\lillada01,21.354,G,us,Weber State University
247,2012,NBA,1,7,GSW,Harrison Barnes\barneha02,20.034,F,us,University of North Carolina
248,2012,NBA,1,8,TOR,Terrence Ross\rosste01,21.149,F-G,us,University of Washington
249,2012,NBA,1,9,DET,Andre Drummond\drumman01,18.327,C,us,University of Connecticut
250,2012,NBA,1,10,NOH,Austin Rivers\riverau01,19.336,G,us,Duke University
251,2012,NBA,1,11,POR,Meyers Leonard\leoname01,20.127,C-F,us,University of Illinois at Urbana-Champaign
252,2012,NBA,1,12,HOU,Jeremy Lamb\lambje01,20.034,G-F,us,University of Connecticut
253,2012,NBA,1,13,PHO,Kendall Marshall\marshke01,20.319,G,us,University of North Carolina
254,2012,NBA,1,14,MIL,John Henson\hensojo01,21.188,C-F,us,University of North Carolina
255,2012,NBA,1,15,PHI,Maurice Harkless\harklma01,19.053,F-G,us,St. John's University
256,2012,NBA,1,16,HOU,Royce White\whitero03,21.085,F,us,Iowa State University
257,2012,NBA,1,17,DAL,Tyler Zeller\zellety01,22.168,F-C,us,University of North Carolina
258,2012,NBA,1,18,HOU,Terrence Jones\joneste01,20.176,F,us,University of Kentucky
259,2012,NBA,1,19,ORL,Andrew Nicholson\nichoan01,22.208,F,ca,St. Bonaventure University
260,2012,NBA,1,20,DEN,Evan Fournier\fournev01,19.247,G-F,fr,
261,2012,NBA,1,21,BOS,Jared Sullinger\sullija01,20.121,F,us,Ohio State University
262,2012,NBA,1,22,BOS,Fab Melo\melofa01,22.014,C,br,Syracuse University
263,2012,NBA,1,23,ATL,John Jenkins\jenkijo01,21.12,G,us,Vanderbilt University
264,2012,NBA,1,24,CLE,Jared Cunningham\cunnija01,21.043,G,us,Oregon State University
265,2012,NBA,1,25,MEM,Tony Wroten\wroteto01,19.081,G,us,University of Washington
266,2012,NBA,1,26,IND,Miles Plumlee\plumlmi01,23.306,C-F,us,Duke University
267,2012,NBA,1,27,MIA,Arnett Moultrie\moultar01,21.228,F,us,Mississippi State University
268,2012,NBA,1,28,OKC,Perry Jones\jonespe01,20.283,F,us,Baylor University
269,2012,NBA,1,29,CHI,Marquis Teague\teaguma01,19.125,G,us,University of Kentucky
270,2012,NBA,1,30,GSW,Festus Ezeli\ezelife01,22.256,C,ng,Vanderbilt University
271,2012,NBA,2,31,CHA,Jeff Taylor\tayloje03,23.042,F,se,Vanderbilt University
272,2012,NBA,2,32,WAS,Tomas Satoransky\satorto01,20.247,G,cz,
273,2012,NBA,2,33,CLE,Bernard James\jamesbe01,27.148,C,us,Florida State University
274,2012,NBA,2,34,CLE,Jae Crowder\crowdja01,21.363,F,us,Marquette University
275,2012,NBA,2,35,GSW,Draymond Green\greendr01,22.122,F,us,Michigan State University
